"drun1238","s:PoaLaPolla:Dulong"
"drun1238","s:Sun:Dulong:2007"
"drun1238","soc:Fu:Drung"
"drun1238","soc:Perlin:Dulong"
"drun1238","t:LaPolla:Dulong"
"drun1238","typ:Sun:Dulong"
"drun1238","v:Cui:Dulong"
"drun1238","v:LaPolla:Dulong"
"drun1238","w:Bufan:Zangmian"
"drun1238","w:Chang-Pei:Trung"
"raut1239","d:Fortier:Raute-Rawat"
"raut1239","e:Fortier:Raute"
"raut1239","e:Fortier:Raute:2009"
"raut1239","e:Luintel:Raute"
"raut1239","e:Reinhard:Raute"
"raut1239","ew:Bista:Raute"
"raut1239","he:Bista:Nepal"
"raut1239","he:ShresthaSingh:Nepal"
"raut1239","s:Khadka:Boto-Boli"
"raut1239","vld:FortierRastogi:Raji-Raute"
"raut1239","w:RastogiFortier:Raji-Raute"
